text_a|text_b|label
武当山，位于湖北省十堰市境内，是武当武术的发源地，以其绚丽多姿的自然景观、规模宏大的古建筑群、源远流长的道教文化、博大精深的武当武术著称于世，被誉为“亘古无双胜境，南武当。在武当山镇，晨练的市民无一例外都在练习太极拳法。由于武当武术受道教隐秘单传的传统影响，许多武当道人离山还俗，武当武术遂之流传于民间。天下太极出武当。武当武术是中华武术的重要流派。集武当拳技之大成，创立了太极丹道修炼体系——太极拳法，武当功夫因其明显区别于少林门派的功法，故特称之为“武当拳”。又因其源自道家的内丹修炼功法等原因，少林派、武当派便成为中华武术千门百派归类后的总代表。如武当三丰太极拳、武当太乙五行拳、武当纯阳拳、武当丹派剑术、赵堡太极拳、杨式太极拳、武式太极拳、孙式太极拳等，|“格斗狂人”徐晓冬与太极拳师雷雷比武事件掀起热议。格斗教练徐晓冬和太极拳师雷雷在成都一家场馆内进行了一场比试。双方较量持续不到20秒，身穿白衣黑裤的雷雷被击倒在地。这场“秒杀”决斗在网络引发热议，尤其是关于中国武术的实战力。徐晓冬表示将宣布15天内打遍各大掌门的计划。徐晓冬也表示要和马云的保镖李天金进行一场比武。一直是伪拳迷的阿里巴巴集团董事长马云再也坐不住了，马云也参与“武林门派”之争的一些讨论。马云发表了一篇文章讨论着“武林门派之争”的风波，马云谈徐晓冬事件:太极拳能不能实战？回答是肯定的。马云所发的文章大概可以归纳一下一个重点：1、这是一场“唱戏的”和“看戏的”互动得最好的一场“秀”2、我习拳很久，也经常在孩子面前唾沫横飞的吹嘘当年的辉煌3、太极拳肯定能实战，但真正能打的人确实不多4、太极拳原本不是为了技击而创造出来的，它是用拳来阐述太极哲学思想的一种运动5、练太极的最大乐趣不是来自争斗，而是从争斗中感悟太极。6、吹嘘自己太极神功的大有人在7、在枪炮甚至导弹，核弹面前，一切武功“同是天涯沦落人”，相煎何太急8、今天练武之人，与其在武功当中求胜人，不如在武功当中求胜己。附：《时差随笔——太极拳和自由搏击》全文如下：时差随笔----太极拳和自由搏击这几天一位太极运动业余“爱好者”和一位“准专业”的自由搏击选手的“打戏”吸引了超乎寻常的关注。居然引起了各大“武林门派”之争。。。哈哈这是一场“唱戏的”和“看戏的”互动得最好的一场“秀”，我也是一位热爱太极和自由搏击多年的伪拳迷。大学到现在太极拳老师跟过不下8位。。。我也经常在孩子面前唾沫横飞的吹嘘当年的辉煌。太极拳能不能实战？太极拳作为一个拳种肯定是能实战的，绝大部分人其实是练太极操，或者只是太极拳公园江湖的爱好者。太极拳原本不是为了技击而创造出来的，它是用拳来阐述太极哲学思想的一种运动。技击只是太极拳中的一部分，太极拳用拳术来体会阴阳变化，真正的太极高手每次走架、推手和散打练拳就是在活动身体的同时，反复揣摩体验太极哲学思想。至于要把太极拳练到“一羽不能加，而且如今的太极拳竞技也基本上沦入了“以壮欺弱、慢让快、有力打无力”蛮力之争了。但今天吹嘘自己太极神功的大有人在。太极拳确实是好功夫，天下能真正修到太极四两的人几乎没有。太极拳是肯定能打的。练太极的最大乐趣不是来自争斗，太极拳更应该是文化乐趣。|0
作为东南汽车首款小型SUV,DX3自去年上市以来并承担起东南汽车的“走量车型”。东南汽车市场部的相关负责人在接受中国经济网记者采访时表示,“东南DX3上市至今,已经实现销售超5万辆。为了弥补DX3手动挡车型动力单一的问题,东南汽车以DX3为基础推出了全新运动个性车型——东南DX3SRG。东南DX3SRG试乘试驾会在北京举办,还同步推出众多的购车优惠政策,全年累计销量突破11万辆,超越行业平均水平;另据东南汽车公布的最新数据显示,东南汽车实现销量4.为东南汽车达成销量目标贡献颇多。DX3自去年上市以来并承担起东南汽车的“走量车型”。东南汽车市场部的相关负责人在接受中国经济网记者采访时表示,“东南DX3上市至今,为了弥补DX3手动挡车型动力单一的问题,东南汽车以DX3为基础推出了全新运动个性车型——东南DX3SRG。”作为东南DX3的个性运动款车型,SRG以Sport(运动的快感)、Racing(赛道的激情)、Grand(豪华的享受)的车型个性,东南DX3SRG共推出3款不同配置车型,其中手动挡的尊贵型和旗舰型两款车型采用全新动力组合,5T发动机匹配日本爱信6速手动变速器;自动挡旗舰型车型则延续原有东南DX3的1.|5T的发动机搭载在DX3上面就好多了，目前东南DX3SRG版也上市了，主要的变化就是外观黑色的车顶以及黑红内饰两种颜色搭配更具运动感，动力依旧是1.5T的涡轮增压，5T多出了两款手动挡车型，自动挡依旧是CVT自动挡变速箱。轴距也达到了2610空间表现还算不错，5T的发动机156马力带动这台1.5自动挡车型代步、空间、动力表现都够你用的。|1
都说观众的眼睛是雪亮的，若是只有颜值没有演技，也会被演技在线的配角抢了风头，小赵默笙吴倩也是夺人眼球……在最近大热的鹿晗所出演的电视剧《择天记》中，吴倩饰演的落落殿下白落衡也实在是招人喜欢，反倒是古力娜扎饰演的女主徐有容却并不十分出彩。吴倩饰演的白落衡古灵精怪，这瞌睡打的我给满分反观古力娜扎饰演的徐有容，|《择天记》播出了那么久，当初是有多少人跟小编一样，是奔着鹿晗去的，跟小编一样，是因为鹿晗才选择坚持看这部剧的~心里本来就不喜欢娜扎，现在她在剧里的演技，小编我一直坚持到了现在。本来对女主古力娜扎挺失望的，但是小编我发现了一个非常喜爱的另一个小公主——落落。落落是开朗乐观的活力少女，身为妖族公主一直被父母宠爱，遇到陈长生，落落再次用她明朗纯真的笑容掩饰着内心的小秘密。看着落落对陈长生，这让小编更加珍惜现在她和陈长生的点滴快乐的时光啊。|1
宁海新闻网讯(记者曹维燕通讯员仇丹娅)一年之计在于春，只有抓好春耕备耕，越溪、长街等乡镇的农户们正抓紧抢农时、备农资、检修农机设备，积极做好备春耕工作。选好农资不误农时。记者走访城区多家农资经营门店发现，货架上摆满了种子、化肥、农药等各类产品，前来购买农资的农民络绎不绝，大家纷纷咨询农资的品种及效用，正在选购种子的农户老杨告诉记者，他去年种的水稻收成还不错，一大早就赶来选购春耕物资。农资店老板对记者说：“今年正月初八就有顾客陆陆续续上门了，今年种子价格和去年差不多。”种子、农资供应情况与价格是农民备耕生产最关注的大事。记者从县农林局相关部门了解到，今年大多作物种子供应充足，能满足生产所需；农资供应总体比较平稳，农药价格与上年基本持平，低毒低残留生物农药、有机肥、有机无机复混肥推广量逐年扩大，农户们在备春耕上抢时间、争主动，“我们马上计划组织一批粮食、瓜菜种植大户和沼气用户进行集中培训，还将建设一批农业科技示范基地、申报一批农业科技项目、推广一批农业适用技术和优新品种，|天津站将迎来客流小高峰，寒假学生集中回家、务工人员提前返乡，导致2017年春运提前“火”起来。2017年春运无座票比例仍将突破17%，(北方网编辑侯静)客流高峰提前15至20天2017年春运比上年提前11天，是近5年最早的春运元旦前后本市将有大量务工人员返乡，票源返回票仓2017年最难抢票时间腊月廿八(1月25日)腊月廿四(1月21日)腊月廿七(1月24日)十大热门到达省市湖南湖北江西河南四川广东重庆安徽黑龙江陕西十大站票比例最高出发省份福建广东宁夏海南上海浙江江苏北京天津江西|0
重点关注马克龙和勒庞在法国大选首轮投票中胜出，欧元一度涨近2%，刷新五个半月新高，黄金一度跌超1%；周小川称中国可以实现今年的增长目标；保监会要求加强保险业风险防控，防范房地产投资风险和境外投资风险；特朗普拟本周发布税改计划；美联储副主席：仍预计今年加息三次，不担心股市动荡；IMF：或再上调对中国今年GDP预期；证监会对冯小树处以2.51亿元人民币顶格罚款；澳大利亚有条件批准周大福收购澳能源巨头Alinta。国际在法国大选首轮投票中，中间派人士马克龙和极右翼民族主义人士勒庞获胜，共和党和社会党出局；欧元在亚洲早盘大涨，一度涨近2%并创下去年11月份以来的最高水平。美国总统特朗普将在本周发布税改计划，或披露其在边境调整税问题上的立场。特朗普上周五签署行政令，对欧巴马时代的税收规定展开审查。纽约联储经济学家预计失业率在今年剩余时间保持稳定。美国3月二手房销量环比增长4.英国央行货币政策委员会成员MichaelSaunders称，央行不必因为退欧而推迟加息。英国一季度零售销售创2010年初以来最大降幅，国际货币和金融委员会(IMFC)在IMF的春季会议上发布公报称，正在努力加强贸易对经济的贡献；将避免竞争性贬值，不会以竞争性目的设定汇率目标。中国财政部部长肖捷：G20各国应加强宏观经济政策协调。美国财长努钦：大额贸易逆差不利于自由公平贸易。澳大利亚政府有条件批准周大福收购澳洲能源巨头Alinta。美国一位联邦法官批准了大众汽车的认罪协议，后者因为在柴油发动机尾气排放方面误导美国监管机构和消费者而需缴纳43亿美元罚款。中国中国央行行长周小川说，中国今年6.中国央行副行长易纲表示，特别提款权(SDR)市场仅靠政策支持不够，IMF中国磋商团团长MarkusRodlauer表示，中国金融领域的趋势危险且不可持续，中国当局需要控制该国不断膨胀的债务，IMF亚太局局长李昌镛建议中国开放服务业，中国数据好于预期已经促使IMF本周上调对中国2017-2018年增速预期，IMF可能会再度上调对中国2017年经济的预期。中国银监会表示，预计今年中国汽车业将出现低个位数增长。34）21:00：中国3月世界大型企业研究会先行经济指数22:30：美国4月达拉斯联储制造业指数（预估为17，9）央行和政府动态：10:00：中国农业部就一季度重点农产品市场运行形势举行发布会10:00：中国国新办就第一次全国地理国情普查工作和普查公报情况举行发布会23:30：明尼阿波利斯联储行长Kashkari讲话25日03:15：明尼阿波利斯联储行长Kashkari参加问答(责任编辑：余顺遂_NF5724)|美图港股由涨转跌，其盘中曾一路暴涨近30%，市值突破900亿港元。而美图公司目前尚未实现盈利。美图盘中暴涨，美图主要是被中国内地资金炒起来的，有在美上市的“美版美图”Snap大涨作为参照物，美图公司纳入恒生指数开始生效，并调整纳入港股通标的。美图公司股价就创下上市以来最高涨幅，纳入港股通标的之后展开了长达11天的连续上涨之旅。|0
偶数占优出号。目前偶数占优出号，本期看好奇数占优开出。偶数占优出号。目前偶数占优开出，本期看好偶数占优开出。本期看好偶数占优开出。|双色球2017041期开奖号码：041013152227+04，质数号码有12个：01、02、03、05、07、11、13、17、19、23、29、31。每期双色球开奖的红球号码中一般会经常出现1~3枚质数号码。每期所开出的质数号码数量为（33/12=2.把质数分为大小两个集合：质数的小号码（01、02、03、05、07、11）为一个集合，质数的大号码（13、17、19、23、29、31）为另一个集合。0路：031路01071319312路020511172329双色球2017042期质数出号分析：上期质数开出1码13，本期重点看好131723双色球2017042期合数出号分析：上期合数开出5码0410152227，推荐060809161825262832综合以上分析（12码）：060809131617182325262832质数胆码：131723合数拖码：121530蓝球推荐：上期开出合数04，|0
宝骏一直是属于低端消费者的挚爱。宝骏计划上市一款号称是最便宜的车——宝骏310W。这款车有哪些亮点呢?外观上，宝骏310w与310保持一致，大灯造型、进气格栅辐条还是下格栅，依然是原来的造型。。宝骏310w的车长为4.310w的轴距为2.跟宝骏730相当，310w将比310有更大的后排空间，直接沿用还是有利于降低整车成本的，梯形悬浮式中控屏、简洁的中控面板和仪表台、宝骏家族式方向盘等与之前保持一致。|根据四月份的汽车销售榜单，SUV的销量不得不说已经惊掉了小编的下巴。我们的国产宝骏510居然在上市两个月的时间内，把大众途观成功落下水了。汉兰达、锐界、CRV等一些老将更不是其敌手，然后排在其前面的传祺GS4和哈弗H6都是国产。面对即将换代的H6，宝骏这时候的风生水起会不会让哈弗就此顶住呢？征战小型SUV市场，宝骏510采用了4220/1740/1625mm的三围设计，采用了上延式的设计，悬浮式的车顶设计得益于车窗玻璃一排的黑色元素。定速巡航、胎压监测、一键启动、自动启停、自动空调以及全景天窗，宝骏510在仪表盘上的设计，|1
2017年5月10日，韩国首尔汝矣岛国会中央大厅，在大选中取得胜利的文在寅正式宣誓就任韩国第19届总统。图片来源：视觉中国韩国中央选举管理委员会于5月10日上午召开全体会议，确定共同民主党候选人文在寅当选韩国新一届总统。由于前总统朴槿惠遭弹劾罢免后，韩国处于总统缺位状态，文在寅直接在10日当天火速宣誓就职。文在寅得票率为41.领先第二名自由韩国党候选人洪准杓17.国民之党候选人安哲秀得票率为21.中央选举管理委员会确认本次选举当选人后，共同民主党事务总长安圭伯从选举管理委员会委员长金龙德手中，文在寅于当天中午在国会议事堂参加总统宣誓仪式，正式就职韩国第19任总统。|导语：自从韩前总统朴槿惠“闺蜜”崔顺实亲信门浮出水面，有韩国电视台的记者发现存在崔顺实电脑里的文件，有44份是朴槿惠的演讲稿，其中包括了国务院会议发言稿、韩国大选拉票演讲稿，候选人电视辩论发言稿等等。一个没有一官半职的人却能审阅前总统朴槿惠的演讲稿，她引爆了韩国的舆论。韩国国会在去年12月份就通过了对朴槿惠的弹劾案，这就意味着朴槿惠成为韩国宪政史上第一位任期未满就被弹劾且下台的女总统。第19届韩国大选投票计票结束，共同民主党候选人文在寅以41.1%的得票率当选了本届韩国总统。韩国史上四个“第一次”第19届韩国大选在韩国历史上创下了四个“第一次”。第一个“第一次”：这次的大选是韩国第一次在总统缺位的状况下进行的选举；第二个“第一次”：这次的选举第一次引入“事先投票”制度，据说有超过26%的选民参加了这一制度；第三个“第一次”：第一次提前在春季举行的选举；第四个“第一次”：火速上岗——第一次在选举委员会正式确认后，当选19届总统的文在寅表示将建设一个全新的韩国据悉2012年4月，与韩国前总统朴槿惠参选了18届韩国总统选举。文在寅就已经为这次的总统选举做足了准备，为参选总统做足了准备的文在寅就在5月9日晚，文在寅怎么去面对朴槿惠留下的“大礼包”文在寅当选这届总统自然是可喜可贺的，我们先来看看文在寅当选之后会怎样去建设一个全新的国家？文在寅当选韩国总统无疑有利于改善三方的关系小编认为，文在寅当选韩国总统无疑有利于改善三方的关系。大家对于文在寅当选韩国第19届总统有什么想说的吗？|1
小米Max2发布会正在北京如火如荼地进行，到目前为止有关该机的配置参数已经陆续被揭晓。小米Max2确实配备了6.44英寸1080p的超大显示屏，背部U型天线设计非常醒目，指纹识别并没有很大突破依然为后置，为了证明小米Max2续航确实给力，小米官方还发布了一段和其它手机对比测试的暴力视频。小米先拿具有5124mAh的iPadmini4来练手。具体的测试方法为：通过连续四小时的游戏、视频等高强度使用，观察手机电量变化以对比续航能力。而此时小米Max2还剩50%，小米Max2还率先用上了分屏模式，尤其是在小米Max2横屏模式下，虽然手机支持分屏模式已经不是首次，|小米平板2一直出于缺货状态。官方还只是放出“开售通知”的按钮，用户也不能直接购买。小米低调上线了小米平板3。这款产品在外观上没有太大的变化，而小米这次把“续航”当做最主要的卖点。小米平板3的尺寸跟小米平板2基本一致。小米平板3大概重了6g，小米平板3只有金色一种配色，小米并未为用户提供其他选择。小米平板的3的变化比较大。0电池：6400mAh(min)；6600mAh(typ)充电：支持5V/2A快充1300万像素后置相机，|0
随着广东省出台新版计生条例，目前全国至少已有29个省份在当地新版计生条例中明确了陪产假的期限。最短的陪产假有7天，记者调查发现，多数人能享受到足额的陪产假，但也有一部分人的陪产假遭遇了被“缩水”，甚至有人面临有假难休的尴尬。资料图各地的陪产假能休多长时间？——甘肃、云南、河南可休1个月近期修订实施的《广东省人口与计划生育条例》明确，符合法律、法规规定生育子女的夫妻，男方享受十五日的陪产假。记者统计发现，其余29个省份均相继修改了本地计生条例，明确了本地的陪产假（部分地区称为护理假）的期限。最短的陪产假有7天，多数地区的陪产假为15天。陪产假最短的为天津、山东两地，北京、河北、山西、辽宁、吉林、黑龙江、江苏、浙江、福建、湖北、江西、广东、海南、重庆、贵州、青海等省份的陪产假都为15天。湖南、四川两地的陪产假为20天；内蒙古、广西、宁夏的陪产假为25天；安徽、陕西两地的陪产假根据夫妻是否异地生活而不同。男方享受10天护理假，护理假为20天；陕西规定，男方护理假为15天，夫妻异地居住的给予男方护理假20天。河南、甘肃、云南三地的男性享受的陪产假期限最长。根据新版计生条例，资料图陪产假实际落地情况如何？——部分人陪产假遭遇被“缩水”各地陪产假长短不一，记者采访了不同地区的受访者发现，多数人能享受到足额的陪产假，但也有一部分人的陪产假遭遇了被“缩水”，在陕西西安一家IT公司工作的程序员萧先生今年9月底初为人父，竟然没有陪产假，”在辽宁大连一家地产企业工作的王先生的陪产假则被“缩水”。有的企业会以“工作需要”等理由拒绝给职工足额的陪产假，——多数地区明确工资奖金照发陪产假期间的工资福利待遇怎么算，|随着广东省出台新版计生条例，目前全国至少已有29个省份在当地新版计生条例中明确了陪产假的期限。最短的陪产假有7天，中新网记者调查发现，多数人能享受到足额的陪产假，但也有一部分人的陪产假遭遇了被“缩水”，甚至有人面临有假难休的尴尬。29省份陪产假一览。中新网记者李金磊制图各地的陪产假能休多长时间？——甘肃、云南、河南可休1个月近期修订实施的《广东省人口与计划生育条例》明确，符合法律、法规规定生育子女的夫妻，女方享受八十日的奖励假，男方享受十五日的陪产假。中新网(微信公众号：cns2012)记者统计发现，其余29个省份均相继修改了本地计生条例，明确了本地的陪产假(部分地区称为护理假)的期限。最短的陪产假有7天，多数地区的陪产假为15天。陪产假最短的为天津、山东两地，北京、河北、山西、辽宁、吉林、黑龙江、江苏、浙江、福建、湖北、江西、广东、海南、重庆、贵州、青海等省份的陪产假都为15天。湖南、四川两地的陪产假为20天；内蒙古、广西、宁夏的陪产假为25天；安徽、陕西两地的陪产假根据夫妻是否异地生活而不同。男方享受10天护理假，护理假为20天；陕西规定，男方护理假为15天，夫妻异地居住的给予男方护理假20天。河南、甘肃、云南三地的男性享受的陪产假期限最长。根据新版计生条例，——部分人陪产假遭遇被“缩水”各地陪产假长短不一，中新网记者采访了不同地区的受访者发现，多数人能享受到足额的陪产假，但也有一部分人的陪产假遭遇了被“缩水”，在陕西西安一家IT公司工作的程序员萧先生今年9月底初为人父，竟然没有陪产假，”在辽宁大连一家地产企业工作的王先生的陪产假则被“缩水”。有的企业会以“工作需要”等理由拒绝给职工足额的陪产假，——多数地区明确工资奖金照发陪产假期间的工资福利待遇怎么算，|1
CBA半决赛前两场战罢，当新疆队和广东队各自轻松手握2-0的领先优势时，球迷们似乎就已经早早开始展望疆粤会师总决赛的戏码。两队主帅李秋平和杜锋已然开始为总决赛的对决而暗中较劲，纷纷直言当下的淘汰赛是为最终的总决赛调整好最佳状态，两队的目标早就锁定在了夺取总冠军上。无论是伤兵满营的辽宁队还是稍显稚嫩的深圳队，两支球队相继以1-4的大比分惨败于新疆和广东的脚下。本赛季CBA实力更强、表现更好的两支球队最终如愿会师：一支是希望涅槃重生的“八冠王”广东队，另一支是蓄力多年期待首度封王的新疆队。相比过往几个赛季，拥有三外援的球队总能够异军突起闯进总决赛，此番强强对话也被视为CBA近几个赛季以来最为激烈、最有看点的一轮总决赛对决。新疆队无疑是本赛季表现最为稳定的球队。这支纸面实力堪称联盟最为豪华的球队自赛季之初便被视为总冠军的最有力争夺者，季后赛他们连克山东和辽宁，不仅展现出了强大的实力，如今的新疆正如一把打磨好的利刃，等待着广东的终极考验。布拉切、亚当斯两大实力派外援内外线火力不容小觑，其中小外援亚当斯在同辽宁的强强对话中得分连续拿下30+，G5一役更是一人狂砍48分浇灭对手翻盘希望；而伤愈复出的周琦在内线也愈发具备统治力，李根的总冠军经验和一对一背打能力同样是新疆值得依仗的致胜因素。如果这样的新疆队还不能夺冠，连续多年铩羽总决赛的新疆队此番势在必夺。不过曾经四次闯进总决赛他们曾经三次倒在广东队的脚下，六年之前痛失总冠军的一幕更是成了新疆球迷至今都挥之不去的痛。2010-11赛季，新疆队常规赛豪取31胜1负的辉煌战绩，这也是球队最接近染指总冠军的一年。广东队还是在总决赛给新疆浇了一盆冷水，华南虎以总比分4-2成就了CBA史上第2个4连冠，并且连续三个赛季在总决赛中战胜新疆。纵观两队过往的季后赛交锋记录，两队连续交战五个赛季，新疆竟无一例外都以失败而告终，分别是：2012-2013半决赛新疆0-3广东2011-2012半决赛新疆0-3广东2010-2011总决赛新疆2-4广东2009-2010总决赛新疆1-4广东2008-2009总决赛新疆1-4广东三次总决赛外加两次半决赛均告失利，或许对于新疆队来说，但这支老中青三代相结合的球队在杜峰的调教下已然在季后赛中得到升华，“新疆实力是CBA最强大的，”一度饱受诟病的大外援布泽尔也在季后赛中重新打出了NBA级别的表现，作为曾在总决赛亲手“弑杀”新疆的见证者，由此可见有近八成网友支持新疆最终会击败广东夺冠，|2017年世界羽联超级系列赛马来西亚公开赛结束男子单打决赛，，林丹和李宗伟上演第38次林李大战，林丹发挥出色以2-0赢下林李大战夺冠。林丹都输给了李宗伟。林丹也打破了个人东南亚无冠的魔咒。不过林丹凭借着出色的发挥以21-19拿下这一局；第二局林丹乘胜追击，|0
面对白百合出轨事件铺天盖地地讨论，“前夫”陈羽凡出来发声了，说两人早已经离婚，立刻将吃瓜群众的注意力转移到了两人的离婚事件上，但也让人不得不感慨：贵圈真乱！《人民的名义》高育良书记和吴慧芬两人其实早已经离婚，高育良在香港与高小琴的妹妹高小凤早就登记结婚了，高育良和吴慧芬假装在人前秀恩爱，离婚不离家，夫妻两人表演的天衣无缝，只有在夜晚彼此告别各回各的卧室时才显得如此落寞。这对现实中的夫妻陈羽凡和白百合不也一样吗？就在出轨事件的前一天，白百合还在新闻发布会上满面春风地提及老公和儿子，剧情画风转折之快令人咂舌。所有评论里面有句话说的最中肯：“群众可以接受离婚，但不能接受被欺骗！贵圈之乱群众早有耳闻，高育良跟吴慧芬欺骗组织的原因是为了政治前途，陈羽凡和白百合早就离婚了却甜蜜秀恩爱，但最直接的原因是白百合曝出出轨事件后，白百合此次出轨事件造成的影响难以挽回，|2016年年末的这场“扫黄”已经完全的惊动了北京的互联网及创投圈甚至广大吃瓜网友。近日北京市公安局官方微博@平安北京发通报称，12月23日晚对涉嫌存在卖淫嫖娼违法犯罪活动的多个场所进行查处。涉事俱乐部包括位于东城区东直门南大街的保利俱乐部、海淀区板井路的蓝黛俱乐部、海淀区板井路的蓝黛俱乐部以及海淀区大钟寺东路的丽海名媛俱乐部。此次查获涉案嫌疑人有数百名。通报中的“查获涉案嫌疑人有数百名”更是在网络引起一整哗然，据说这其中包含了数名互联网高管、知名投资人、网红等。“某提了名字就会满大街都知道是谁的女屌丝网红。”更是被被网友直接认为就是短视频红人papi酱。是“某提了名字就会满大街都知道的女屌丝（划重点）网红”？！|0
阿娇和超级富二代秦奋在一起啦？！所长也跟宝宝们一样一脸懵X，怎么恍恍惚惚这俩人儿就承认恋情了？阿娇和秦奋还一下子冲上了热搜~港真，所长对这俩人一直以来都挺关注的，所以所长也是抑制不住激动的心，好好去调（扒）查（皮）了一番所长发现这枚猛料又是“所长好基友”卓伟爆出来的，看来第一狗仔这个名字不是白叫的（微笑脸）爆料中阿娇被拍到陪秦奋一起打篮球，在观众席眼睛就一直没离开过秦奋，还露出一副小迷妹儿的样子，看的所长都酥了~其实，所长一开始对俩人在一起也没太意外，毕竟细心的所长发现阿娇和秦奋早在去年七月份就在微博上互动过了呢~秦奋过生日阿娇发微博祝福，阿娇这边就否认了了恋情不得不说，扑朔迷离~网友们为了阿娇也是操碎了心话说回来，这位超级富二代到底是何许人也？能让颜值超高的阿娇一秒变迷妹儿秦奋可是那个号称比王思聪还有钱的富二代！宝宝们可能都听过一辆价值2500万的法拉利在上海中环撞成一堆废铁，秦奋就是那个撞了车还淡定在车上玩手机的车主对于这个富二代来说，秦奋在前几天还在微博上跟网红喜哥在互动撒狗粮经常给喜哥的微博点赞，网红喜哥跟秦奋在一起以后档次也是上升了一大截，一副要嫁入豪门的节奏可是爆出来阿娇跟秦奋这么暧昧，秦奋还交往过的另一个网红韦雪也不能不提阿娇跟秦奋的事情爆出来没多久，就有网友还爆料韦雪在美国给秦奋生了个儿子~虽然这件事的真实性有待考证，富二代圈里一半人有她大尺度照片）原来秦奋跟思聪一样情史丰富啊......看来阿娇偏爱坏男孩~正当大家又为阿娇遇上渣男感到可惜的时候，称阿娇跟秦奋只是朋友，让她混血感直线UP阿娇就算素颜也是美成仙儿~大家一致好评瘦了以后的阿娇也变得更加自信了阿娇的美真是毋庸置疑，|最近网友有爆料称，阿娇交了一个新男友，疑似富二代秦奋。但是这是阿娇自照片门以来首次被爆有了新男友，看来阿娇也是彻底的从那件事情中走出来了。但是说到秦奋，很多网友就扒出了其历任情史，那就大部分都是网红！就这样看估计你们认不出来照片中这位美女是谁吧？她其实是一位网红，这是秦奋和女友（喜哥）在篮球场上的亲密一幕！据说曾经秦奋还带着喜哥去国外和家人聚餐，韩雪被爆14年和富二代分手，|0
收到爆料经谢霆锋亲密好友透露：谢霆锋准备与她结婚，但是遭到了谢家内部的拒绝，谢霆锋张柏芝离婚案中，张柏芝因“艳照门事件”曝光被谢霆锋抛弃，接下来便是谢霆锋与王菲之间的故事了，他们两个的旧情复燃使得这三人再次集中出现在了公众面前！而两个儿子现在是判给了张柏芝，她也频频在微博等平台上传自己与儿子外出游玩的照片，这位已经八十几岁的老爷子当时也劝说谢霆锋不要离婚，|前不久曝出的台湾爷孙恋造人成功消息已经够刷新众人三观，不想这才没几天谢霆锋80岁的老爸又搞了个大新闻，被曝成功让小49岁女友怀孕，吃了这么多年的袋鼠尾巴养生还真是没白费。话说谢贤早前不是表态要让小女友清清白白嫁人吗?这消息要是真的就尴尬了，谢霆锋儿子难道要叫一个小自己9岁的小娃娃叔叔或者阿姨?前年相差11岁的王菲与谢霆锋复合后，整个谢家人遭遇了网友群嘲，因为80岁的谢贤找了个小自己49岁的女友，因为谢贤女友比谢霆锋和王菲都要小，这次港媒曝出谢贤女友怀孕的消息，唯独对谢贤这个小女友还很陌生。谢贤这个女友叫COCO，与谢贤相差整整49岁，这一次更是直接被曝出了怀孕的消息!|0
"因父亲逼迫她嫁给一个36岁的男人。(来自:中华网)元月12日，女孩一怒之下喝下了农药百草枯，(来自:中华网)但主治医生告诉家人以及来探望的亲属，父亲汪毛女告诉记者:自己并没有逼迫女儿嫁给36岁男人。(来自:中华网)女孩被问及父亲是否逼迫她嫁人时摇头说""不知道""，"|23号下午，上饶市广丰区湖丰镇发生一起命案，一名年仅11周岁的女孩，被发现在村庄一处民房内遇害。遇害的女孩小慧是湖丰镇徐家村人，23号下午4点多，小慧被人发现在一处民房里遇害。小慧的父亲林先生说：“太残忍了，”这处民房地处偏僻，只有两个小房间，据亲属胡先生说，小慧是在里面一间房被发现的。当天下午5点左右，他接到电话赶到现场，小慧的亲属胡先生说：“我当时赶到现场时，死者是这样的位置趴在床上，据亲属胡先生说：她头给榔头敲破，小慧吃完中饭后和同班同学小翁约在一起玩，之后小慧被发现遇害。而犯罪嫌疑人是同班同学小翁的哥哥。受害人小慧和嫌疑人有一个相同之处，小慧的父亲林先生是一名泥水匠，小慧和双胞胎弟弟平时跟着奶奶生活。小慧的父亲林先生清明回来过一次，”小慧的母亲说：“女儿每次打电话都说很想我，|0
